target,parents,has_nurs,form,children,housing,finance,social,health
not_recom_638,0,0,2,3,2,0,2,2
priority_639,0,0,2,3,2,1,0,0
priority_640,0,0,2,3,2,1,0,1
not_recom_641,0,0,2,3,2,1,0,2
priority_642,0,0,2,3,2,1,1,0
priority_643,0,0,2,3,2,1,1,1
not_recom_644,0,0,2,3,2,1,1,2
priority_645,0,0,2,3,2,1,2,0
priority_646,0,0,2,3,2,1,2,1
not_recom_647,0,0,2,3,2,1,2,2
very_recom_648,0,0,3,0,0,0,0,0
priority_649,0,0,3,0,0,0,0,1
not_recom_650,0,0,3,0,0,0,0,2
very_recom_651,0,0,3,0,0,0,1,0
priority_652,0,0,3,0,0,0,1,1
not_recom_653,0,0,3,0,0,0,1,2
priority_654,0,0,3,0,0,0,2,0
priority_655,0,0,3,0,0,0,2,1
not_recom_656,0,0,3,0,0,0,2,2
priority_657,0,0,3,0,0,1,0,0
priority_658,0,0,3,0,0,1,0,1
not_recom_659,0,0,3,0,0,1,0,2
priority_660,0,0,3,0,0,1,1,0
priority_661,0,0,3,0,0,1,1,1
not_recom_662,0,0,3,0,0,1,1,2
priority_663,0,0,3,0,0,1,2,0
priority_664,0,0,3,0,0,1,2,1
not_recom_665,0,0,3,0,0,1,2,2
priority_666,0,0,3,0,1,0,0,0
priority_667,0,0,3,0,1,0,0,1
not_recom_668,0,0,3,0,1,0,0,2
priority_669,0,0,3,0,1,0,1,0
priority_670,0,0,3,0,1,0,1,1
not_recom_671,0,0,3,0,1,0,1,2
priority_672,0,0,3,0,1,0,2,0
priority_673,0,0,3,0,1,0,2,1
not_recom_674,0,0,3,0,1,0,2,2
priority_675,0,0,3,0,1,1,0,0
priority_676,0,0,3,0,1,1,0,1
not_recom_677,0,0,3,0,1,1,0,2
priority_678,0,0,3,0,1,1,1,0
priority_679,0,0,3,0,1,1,1,1
not_recom_680,0,0,3,0,1,1,1,2
priority_681,0,0,3,0,1,1,2,0
priority_682,0,0,3,0,1,1,2,1
not_recom_683,0,0,3,0,1,1,2,2
priority_684,0,0,3,0,2,0,0,0
priority_685,0,0,3,0,2,0,0,1
not_recom_686,0,0,3,0,2,0,0,2
priority_687,0,0,3,0,2,0,1,0
priority_688,0,0,3,0,2,0,1,1
not_recom_689,0,0,3,0,2,0,1,2
priority_690,0,0,3,0,2,0,2,0
priority_691,0,0,3,0,2,0,2,1
not_recom_692,0,0,3,0,2,0,2,2
priority_693,0,0,3,0,2,1,0,0
priority_694,0,0,3,0,2,1,0,1
not_recom_695,0,0,3,0,2,1,0,2
priority_696,0,0,3,0,2,1,1,0
priority_697,0,0,3,0,2,1,1,1
not_recom_698,0,0,3,0,2,1,1,2
priority_699,0,0,3,0,2,1,2,0
priority_700,0,0,3,0,2,1,2,1
not_recom_701,0,0,3,0,2,1,2,2
very_recom_702,0,0,3,1,0,0,0,0
priority_703,0,0,3,1,0,0,0,1
not_recom_704,0,0,3,1,0,0,0,2
very_recom_705,0,0,3,1,0,0,1,0
priority_706,0,0,3,1,0,0,1,1
not_recom_707,0,0,3,1,0,0,1,2
priority_708,0,0,3,1,0,0,2,0
priority_709,0,0,3,1,0,0,2,1
not_recom_710,0,0,3,1,0,0,2,2
priority_711,0,0,3,1,0,1,0,0
priority_712,0,0,3,1,0,1,0,1
not_recom_713,0,0,3,1,0,1,0,2
priority_714,0,0,3,1,0,1,1,0
priority_715,0,0,3,1,0,1,1,1
not_recom_716,0,0,3,1,0,1,1,2
priority_717,0,0,3,1,0,1,2,0
priority_718,0,0,3,1,0,1,2,1
not_recom_719,0,0,3,1,0,1,2,2
priority_720,0,0,3,1,1,0,0,0
priority_721,0,0,3,1,1,0,0,1
not_recom_722,0,0,3,1,1,0,0,2
priority_723,0,0,3,1,1,0,1,0
priority_724,0,0,3,1,1,0,1,1
not_recom_725,0,0,3,1,1,0,1,2
priority_726,0,0,3,1,1,0,2,0
priority_727,0,0,3,1,1,0,2,1
not_recom_728,0,0,3,1,1,0,2,2
priority_729,0,0,3,1,1,1,0,0
priority_730,0,0,3,1,1,1,0,1
not_recom_731,0,0,3,1,1,1,0,2
priority_732,0,0,3,1,1,1,1,0
priority_733,0,0,3,1,1,1,1,1
not_recom_734,0,0,3,1,1,1,1,2
priority_735,0,0,3,1,1,1,2,0
priority_736,0,0,3,1,1,1,2,1
not_recom_737,0,0,3,1,1,1,2,2
priority_738,0,0,3,1,2,0,0,0
priority_739,0,0,3,1,2,0,0,1
not_recom_740,0,0,3,1,2,0,0,2
priority_741,0,0,3,1,2,0,1,0
priority_742,0,0,3,1,2,0,1,1
not_recom_743,0,0,3,1,2,0,1,2
priority_744,0,0,3,1,2,0,2,0
priority_745,0,0,3,1,2,0,2,1
not_recom_746,0,0,3,1,2,0,2,2
priority_747,0,0,3,1,2,1,0,0
priority_748,0,0,3,1,2,1,0,1
not_recom_749,0,0,3,1,2,1,0,2
priority_750,0,0,3,1,2,1,1,0
priority_751,0,0,3,1,2,1,1,1
not_recom_752,0,0,3,1,2,1,1,2
priority_753,0,0,3,1,2,1,2,0
priority_754,0,0,3,1,2,1,2,1
not_recom_755,0,0,3,1,2,1,2,2
very_recom_756,0,0,3,2,0,0,0,0
priority_757,0,0,3,2,0,0,0,1
not_recom_758,0,0,3,2,0,0,0,2
very_recom_759,0,0,3,2,0,0,1,0
priority_760,0,0,3,2,0,0,1,1
not_recom_761,0,0,3,2,0,0,1,2
priority_762,0,0,3,2,0,0,2,0
priority_763,0,0,3,2,0,0,2,1
not_recom_764,0,0,3,2,0,0,2,2
priority_765,0,0,3,2,0,1,0,0
priority_766,0,0,3,2,0,1,0,1
not_recom_767,0,0,3,2,0,1,0,2
priority_768,0,0,3,2,0,1,1,0
priority_769,0,0,3,2,0,1,1,1
not_recom_770,0,0,3,2,0,1,1,2
priority_771,0,0,3,2,0,1,2,0
priority_772,0,0,3,2,0,1,2,1
not_recom_773,0,0,3,2,0,1,2,2
priority_774,0,0,3,2,1,0,0,0
priority_775,0,0,3,2,1,0,0,1
not_recom_776,0,0,3,2,1,0,0,2
priority_777,0,0,3,2,1,0,1,0
priority_778,0,0,3,2,1,0,1,1
not_recom_779,0,0,3,2,1,0,1,2
priority_780,0,0,3,2,1,0,2,0
priority_781,0,0,3,2,1,0,2,1
not_recom_782,0,0,3,2,1,0,2,2
priority_783,0,0,3,2,1,1,0,0
priority_784,0,0,3,2,1,1,0,1
not_recom_785,0,0,3,2,1,1,0,2
priority_786,0,0,3,2,1,1,1,0
priority_787,0,0,3,2,1,1,1,1
not_recom_788,0,0,3,2,1,1,1,2
priority_789,0,0,3,2,1,1,2,0
priority_790,0,0,3,2,1,1,2,1
not_recom_791,0,0,3,2,1,1,2,2
priority_792,0,0,3,2,2,0,0,0
priority_793,0,0,3,2,2,0,0,1
not_recom_794,0,0,3,2,2,0,0,2
priority_795,0,0,3,2,2,0,1,0
priority_796,0,0,3,2,2,0,1,1
not_recom_797,0,0,3,2,2,0,1,2
priority_798,0,0,3,2,2,0,2,0
priority_799,0,0,3,2,2,0,2,1
not_recom_800,0,0,3,2,2,0,2,2
priority_801,0,0,3,2,2,1,0,0
priority_802,0,0,3,2,2,1,0,1
not_recom_803,0,0,3,2,2,1,0,2
priority_804,0,0,3,2,2,1,1,0
priority_805,0,0,3,2,2,1,1,1
not_recom_806,0,0,3,2,2,1,1,2
priority_807,0,0,3,2,2,1,2,0
priority_808,0,0,3,2,2,1,2,1
not_recom_809,0,0,3,2,2,1,2,2
very_recom_810,0,0,3,3,0,0,0,0
priority_811,0,0,3,3,0,0,0,1
not_recom_812,0,0,3,3,0,0,0,2
very_recom_813,0,0,3,3,0,0,1,0
priority_814,0,0,3,3,0,0,1,1
not_recom_815,0,0,3,3,0,0,1,2
priority_816,0,0,3,3,0,0,2,0
priority_817,0,0,3,3,0,0,2,1
not_recom_818,0,0,3,3,0,0,2,2
priority_819,0,0,3,3,0,1,0,0
priority_820,0,0,3,3,0,1,0,1
not_recom_821,0,0,3,3,0,1,0,2
priority_822,0,0,3,3,0,1,1,0
priority_823,0,0,3,3,0,1,1,1
not_recom_824,0,0,3,3,0,1,1,2
priority_825,0,0,3,3,0,1,2,0
priority_826,0,0,3,3,0,1,2,1
not_recom_827,0,0,3,3,0,1,2,2
priority_828,0,0,3,3,1,0,0,0
priority_829,0,0,3,3,1,0,0,1
not_recom_830,0,0,3,3,1,0,0,2
priority_831,0,0,3,3,1,0,1,0
priority_832,0,0,3,3,1,0,1,1
not_recom_833,0,0,3,3,1,0,1,2
priority_834,0,0,3,3,1,0,2,0
priority_835,0,0,3,3,1,0,2,1
not_recom_836,0,0,3,3,1,0,2,2
priority_837,0,0,3,3,1,1,0,0
priority_838,0,0,3,3,1,1,0,1
not_recom_839,0,0,3,3,1,1,0,2
priority_840,0,0,3,3,1,1,1,0
priority_841,0,0,3,3,1,1,1,1
not_recom_842,0,0,3,3,1,1,1,2
priority_843,0,0,3,3,1,1,2,0
priority_844,0,0,3,3,1,1,2,1
not_recom_845,0,0,3,3,1,1,2,2
priority_846,0,0,3,3,2,0,0,0
priority_847,0,0,3,3,2,0,0,1
not_recom_848,0,0,3,3,2,0,0,2
priority_849,0,0,3,3,2,0,1,0
priority_850,0,0,3,3,2,0,1,1
not_recom_851,0,0,3,3,2,0,1,2
priority_852,0,0,3,3,2,0,2,0
priority_853,0,0,3,3,2,0,2,1
not_recom_854,0,0,3,3,2,0,2,2
priority_855,0,0,3,3,2,1,0,0
priority_856,0,0,3,3,2,1,0,1
not_recom_857,0,0,3,3,2,1,0,2
priority_858,0,0,3,3,2,1,1,0
priority_859,0,0,3,3,2,1,1,1
not_recom_860,0,0,3,3,2,1,1,2
priority_861,0,0,3,3,2,1,2,0
priority_862,0,0,3,3,2,1,2,1
not_recom_863,0,0,3,3,2,1,2,2
very_recom_864,0,1,0,0,0,0,0,0
priority_865,0,1,0,0,0,0,0,1
not_recom_866,0,1,0,0,0,0,0,2
very_recom_867,0,1,0,0,0,0,1,0
priority_868,0,1,0,0,0,0,1,1
not_recom_869,0,1,0,0,0,0,1,2
priority_870,0,1,0,0,0,0,2,0
priority_871,0,1,0,0,0,0,2,1
not_recom_872,0,1,0,0,0,0,2,2
very_recom_873,0,1,0,0,0,1,0,0
priority_874,0,1,0,0,0,1,0,1
not_recom_875,0,1,0,0,0,1,0,2
very_recom_876,0,1,0,0,0,1,1,0
priority_877,0,1,0,0,0,1,1,1
not_recom_878,0,1,0,0,0,1,1,2
priority_879,0,1,0,0,0,1,2,0
priority_880,0,1,0,0,0,1,2,1
not_recom_881,0,1,0,0,0,1,2,2
very_recom_882,0,1,0,0,1,0,0,0
priority_883,0,1,0,0,1,0,0,1
not_recom_884,0,1,0,0,1,0,0,2
very_recom_885,0,1,0,0,1,0,1,0
priority_886,0,1,0,0,1,0,1,1
not_recom_887,0,1,0,0,1,0,1,2
priority_888,0,1,0,0,1,0,2,0
priority_889,0,1,0,0,1,0,2,1
not_recom_890,0,1,0,0,1,0,2,2
very_recom_891,0,1,0,0,1,1,0,0
priority_892,0,1,0,0,1,1,0,1
not_recom_893,0,1,0,0,1,1,0,2
very_recom_894,0,1,0,0,1,1,1,0
priority_895,0,1,0,0,1,1,1,1
not_recom_896,0,1,0,0,1,1,1,2
priority_897,0,1,0,0,1,1,2,0
priority_898,0,1,0,0,1,1,2,1
not_recom_899,0,1,0,0,1,1,2,2
very_recom_900,0,1,0,0,2,0,0,0
priority_901,0,1,0,0,2,0,0,1
not_recom_902,0,1,0,0,2,0,0,2
very_recom_903,0,1,0,0,2,0,1,0
priority_904,0,1,0,0,2,0,1,1
not_recom_905,0,1,0,0,2,0,1,2
priority_906,0,1,0,0,2,0,2,0
priority_907,0,1,0,0,2,0,2,1
not_recom_908,0,1,0,0,2,0,2,2
very_recom_909,0,1,0,0,2,1,0,0
priority_910,0,1,0,0,2,1,0,1
not_recom_911,0,1,0,0,2,1,0,2
very_recom_912,0,1,0,0,2,1,1,0
priority_913,0,1,0,0,2,1,1,1
not_recom_914,0,1,0,0,2,1,1,2
priority_915,0,1,0,0,2,1,2,0
priority_916,0,1,0,0,2,1,2,1
not_recom_917,0,1,0,0,2,1,2,2
very_recom_918,0,1,0,1,0,0,0,0
priority_919,0,1,0,1,0,0,0,1
not_recom_920,0,1,0,1,0,0,0,2
very_recom_921,0,1,0,1,0,0,1,0
priority_922,0,1,0,1,0,0,1,1
not_recom_923,0,1,0,1,0,0,1,2
priority_924,0,1,0,1,0,0,2,0
priority_925,0,1,0,1,0,0,2,1
not_recom_926,0,1,0,1,0,0,2,2
very_recom_927,0,1,0,1,0,1,0,0
priority_928,0,1,0,1,0,1,0,1
not_recom_929,0,1,0,1,0,1,0,2
very_recom_930,0,1,0,1,0,1,1,0
priority_931,0,1,0,1,0,1,1,1
not_recom_932,0,1,0,1,0,1,1,2
priority_933,0,1,0,1,0,1,2,0
priority_934,0,1,0,1,0,1,2,1
not_recom_935,0,1,0,1,0,1,2,2
very_recom_936,0,1,0,1,1,0,0,0
priority_937,0,1,0,1,1,0,0,1
not_recom_938,0,1,0,1,1,0,0,2
very_recom_939,0,1,0,1,1,0,1,0
priority_940,0,1,0,1,1,0,1,1
not_recom_941,0,1,0,1,1,0,1,2
priority_942,0,1,0,1,1,0,2,0
priority_943,0,1,0,1,1,0,2,1
not_recom_944,0,1,0,1,1,0,2,2
very_recom_945,0,1,0,1,1,1,0,0
priority_946,0,1,0,1,1,1,0,1
not_recom_947,0,1,0,1,1,1,0,2
very_recom_948,0,1,0,1,1,1,1,0
priority_949,0,1,0,1,1,1,1,1
not_recom_950,0,1,0,1,1,1,1,2
priority_951,0,1,0,1,1,1,2,0
priority_952,0,1,0,1,1,1,2,1
not_recom_953,0,1,0,1,1,1,2,2
priority_954,0,1,0,1,2,0,0,0
priority_955,0,1,0,1,2,0,0,1
not_recom_956,0,1,0,1,2,0,0,2
priority_957,0,1,0,1,2,0,1,0
priority_958,0,1,0,1,2,0,1,1
not_recom_959,0,1,0,1,2,0,1,2
priority_960,0,1,0,1,2,0,2,0
priority_961,0,1,0,1,2,0,2,1
not_recom_962,0,1,0,1,2,0,2,2
priority_963,0,1,0,1,2,1,0,0
priority_964,0,1,0,1,2,1,0,1
not_recom_965,0,1,0,1,2,1,0,2
priority_966,0,1,0,1,2,1,1,0
priority_967,0,1,0,1,2,1,1,1
not_recom_968,0,1,0,1,2,1,1,2
priority_969,0,1,0,1,2,1,2,0
priority_970,0,1,0,1,2,1,2,1
not_recom_971,0,1,0,1,2,1,2,2
very_recom_972,0,1,0,2,0,0,0,0
priority_973,0,1,0,2,0,0,0,1
not_recom_974,0,1,0,2,0,0,0,2
very_recom_975,0,1,0,2,0,0,1,0
priority_976,0,1,0,2,0,0,1,1
not_recom_977,0,1,0,2,0,0,1,2
priority_978,0,1,0,2,0,0,2,0
priority_979,0,1,0,2,0,0,2,1
not_recom_980,0,1,0,2,0,0,2,2
priority_981,0,1,0,2,0,1,0,0
priority_982,0,1,0,2,0,1,0,1
not_recom_983,0,1,0,2,0,1,0,2
priority_984,0,1,0,2,0,1,1,0
priority_985,0,1,0,2,0,1,1,1
not_recom_986,0,1,0,2,0,1,1,2
priority_987,0,1,0,2,0,1,2,0
priority_988,0,1,0,2,0,1,2,1
not_recom_989,0,1,0,2,0,1,2,2
priority_990,0,1,0,2,1,0,0,0
priority_991,0,1,0,2,1,0,0,1
not_recom_992,0,1,0,2,1,0,0,2
priority_993,0,1,0,2,1,0,1,0
priority_994,0,1,0,2,1,0,1,1
not_recom_995,0,1,0,2,1,0,1,2
priority_996,0,1,0,2,1,0,2,0
priority_997,0,1,0,2,1,0,2,1
not_recom_998,0,1,0,2,1,0,2,2
priority_999,0,1,0,2,1,1,0,0
priority_1000,0,1,0,2,1,1,0,1
not_recom_1001,0,1,0,2,1,1,0,2
priority_1002,0,1,0,2,1,1,1,0
priority_1003,0,1,0,2,1,1,1,1
not_recom_1004,0,1,0,2,1,1,1,2
priority_1005,0,1,0,2,1,1,2,0
priority_1006,0,1,0,2,1,1,2,1
not_recom_1007,0,1,0,2,1,1,2,2
priority_1008,0,1,0,2,2,0,0,0
priority_1009,0,1,0,2,2,0,0,1
not_recom_1010,0,1,0,2,2,0,0,2
priority_1011,0,1,0,2,2,0,1,0
priority_1012,0,1,0,2,2,0,1,1
not_recom_1013,0,1,0,2,2,0,1,2
priority_1014,0,1,0,2,2,0,2,0
priority_1015,0,1,0,2,2,0,2,1
not_recom_1016,0,1,0,2,2,0,2,2
priority_1017,0,1,0,2,2,1,0,0
priority_1018,0,1,0,2,2,1,0,1
not_recom_1019,0,1,0,2,2,1,0,2
priority_1020,0,1,0,2,2,1,1,0
priority_1021,0,1,0,2,2,1,1,1
not_recom_1022,0,1,0,2,2,1,1,2
priority_1023,0,1,0,2,2,1,2,0
priority_1024,0,1,0,2,2,1,2,1
not_recom_1025,0,1,0,2,2,1,2,2
very_recom_1026,0,1,0,3,0,0,0,0
priority_1027,0,1,0,3,0,0,0,1
not_recom_1028,0,1,0,3,0,0,0,2
very_recom_1029,0,1,0,3,0,0,1,0
priority_1030,0,1,0,3,0,0,1,1
not_recom_1031,0,1,0,3,0,0,1,2
priority_1032,0,1,0,3,0,0,2,0
priority_1033,0,1,0,3,0,0,2,1
not_recom_1034,0,1,0,3,0,0,2,2
priority_1035,0,1,0,3,0,1,0,0
priority_1036,0,1,0,3,0,1,0,1
not_recom_1037,0,1,0,3,0,1,0,2
priority_1038,0,1,0,3,0,1,1,0
priority_1039,0,1,0,3,0,1,1,1
not_recom_1040,0,1,0,3,0,1,1,2
priority_1041,0,1,0,3,0,1,2,0
priority_1042,0,1,0,3,0,1,2,1
not_recom_1043,0,1,0,3,0,1,2,2
priority_1044,0,1,0,3,1,0,0,0
priority_1045,0,1,0,3,1,0,0,1
not_recom_1046,0,1,0,3,1,0,0,2
priority_1047,0,1,0,3,1,0,1,0
priority_1048,0,1,0,3,1,0,1,1
not_recom_1049,0,1,0,3,1,0,1,2
priority_1050,0,1,0,3,1,0,2,0
priority_1051,0,1,0,3,1,0,2,1
not_recom_1052,0,1,0,3,1,0,2,2
priority_1053,0,1,0,3,1,1,0,0
priority_1054,0,1,0,3,1,1,0,1
not_recom_1055,0,1,0,3,1,1,0,2
priority_1056,0,1,0,3,1,1,1,0
priority_1057,0,1,0,3,1,1,1,1
not_recom_1058,0,1,0,3,1,1,1,2
priority_1059,0,1,0,3,1,1,2,0
priority_1060,0,1,0,3,1,1,2,1
not_recom_1061,0,1,0,3,1,1,2,2
priority_1062,0,1,0,3,2,0,0,0
priority_1063,0,1,0,3,2,0,0,1
not_recom_1064,0,1,0,3,2,0,0,2
priority_1065,0,1,0,3,2,0,1,0
priority_1066,0,1,0,3,2,0,1,1
not_recom_1067,0,1,0,3,2,0,1,2
priority_1068,0,1,0,3,2,0,2,0
priority_1069,0,1,0,3,2,0,2,1
not_recom_1070,0,1,0,3,2,0,2,2
priority_1071,0,1,0,3,2,1,0,0
priority_1072,0,1,0,3,2,1,0,1
not_recom_1073,0,1,0,3,2,1,0,2
priority_1074,0,1,0,3,2,1,1,0
priority_1075,0,1,0,3,2,1,1,1
not_recom_1076,0,1,0,3,2,1,1,2
priority_1077,0,1,0,3,2,1,2,0
priority_1078,0,1,0,3,2,1,2,1
not_recom_1079,0,1,0,3,2,1,2,2
very_recom_1080,0,1,1,0,0,0,0,0
priority_1081,0,1,1,0,0,0,0,1
not_recom_1082,0,1,1,0,0,0,0,2
very_recom_1083,0,1,1,0,0,0,1,0
priority_1084,0,1,1,0,0,0,1,1
not_recom_1085,0,1,1,0,0,0,1,2
priority_1086,0,1,1,0,0,0,2,0
priority_1087,0,1,1,0,0,0,2,1
not_recom_1088,0,1,1,0,0,0,2,2
very_recom_1089,0,1,1,0,0,1,0,0
priority_1090,0,1,1,0,0,1,0,1
not_recom_1091,0,1,1,0,0,1,0,2
very_recom_1092,0,1,1,0,0,1,1,0
priority_1093,0,1,1,0,0,1,1,1
not_recom_1094,0,1,1,0,0,1,1,2
priority_1095,0,1,1,0,0,1,2,0
priority_1096,0,1,1,0,0,1,2,1
not_recom_1097,0,1,1,0,0,1,2,2
very_recom_1098,0,1,1,0,1,0,0,0
priority_1099,0,1,1,0,1,0,0,1
not_recom_1100,0,1,1,0,1,0,0,2
very_recom_1101,0,1,1,0,1,0,1,0
priority_1102,0,1,1,0,1,0,1,1
not_recom_1103,0,1,1,0,1,0,1,2
priority_1104,0,1,1,0,1,0,2,0
priority_1105,0,1,1,0,1,0,2,1
not_recom_1106,0,1,1,0,1,0,2,2
very_recom_1107,0,1,1,0,1,1,0,0
priority_1108,0,1,1,0,1,1,0,1
not_recom_1109,0,1,1,0,1,1,0,2
very_recom_1110,0,1,1,0,1,1,1,0
priority_1111,0,1,1,0,1,1,1,1
not_recom_1112,0,1,1,0,1,1,1,2
priority_1113,0,1,1,0,1,1,2,0
priority_1114,0,1,1,0,1,1,2,1
not_recom_1115,0,1,1,0,1,1,2,2
priority_1116,0,1,1,0,2,0,0,0
priority_1117,0,1,1,0,2,0,0,1
not_recom_1118,0,1,1,0,2,0,0,2
priority_1119,0,1,1,0,2,0,1,0
priority_1120,0,1,1,0,2,0,1,1
not_recom_1121,0,1,1,0,2,0,1,2
priority_1122,0,1,1,0,2,0,2,0
priority_1123,0,1,1,0,2,0,2,1
not_recom_1124,0,1,1,0,2,0,2,2
priority_1125,0,1,1,0,2,1,0,0
priority_1126,0,1,1,0,2,1,0,1
not_recom_1127,0,1,1,0,2,1,0,2
priority_1128,0,1,1,0,2,1,1,0
priority_1129,0,1,1,0,2,1,1,1
not_recom_1130,0,1,1,0,2,1,1,2
priority_1131,0,1,1,0,2,1,2,0
priority_1132,0,1,1,0,2,1,2,1
not_recom_1133,0,1,1,0,2,1,2,2
very_recom_1134,0,1,1,1,0,0,0,0
priority_1135,0,1,1,1,0,0,0,1
not_recom_1136,0,1,1,1,0,0,0,2
very_recom_1137,0,1,1,1,0,0,1,0
priority_1138,0,1,1,1,0,0,1,1
not_recom_1139,0,1,1,1,0,0,1,2
priority_1140,0,1,1,1,0,0,2,0
priority_1141,0,1,1,1,0,0,2,1
not_recom_1142,0,1,1,1,0,0,2,2
very_recom_1143,0,1,1,1,0,1,0,0
priority_1144,0,1,1,1,0,1,0,1
not_recom_1145,0,1,1,1,0,1,0,2
very_recom_1146,0,1,1,1,0,1,1,0
priority_1147,0,1,1,1,0,1,1,1
not_recom_1148,0,1,1,1,0,1,1,2
priority_1149,0,1,1,1,0,1,2,0
priority_1150,0,1,1,1,0,1,2,1
not_recom_1151,0,1,1,1,0,1,2,2
very_recom_1152,0,1,1,1,1,0,0,0
priority_1153,0,1,1,1,1,0,0,1
not_recom_1154,0,1,1,1,1,0,0,2
very_recom_1155,0,1,1,1,1,0,1,0
priority_1156,0,1,1,1,1,0,1,1
not_recom_1157,0,1,1,1,1,0,1,2
priority_1158,0,1,1,1,1,0,2,0
priority_1159,0,1,1,1,1,0,2,1
not_recom_1160,0,1,1,1,1,0,2,2
very_recom_1161,0,1,1,1,1,1,0,0
priority_1162,0,1,1,1,1,1,0,1
not_recom_1163,0,1,1,1,1,1,0,2
very_recom_1164,0,1,1,1,1,1,1,0
priority_1165,0,1,1,1,1,1,1,1
not_recom_1166,0,1,1,1,1,1,1,2
priority_1167,0,1,1,1,1,1,2,0
priority_1168,0,1,1,1,1,1,2,1
not_recom_1169,0,1,1,1,1,1,2,2
priority_1170,0,1,1,1,2,0,0,0
priority_1171,0,1,1,1,2,0,0,1
not_recom_1172,0,1,1,1,2,0,0,2
priority_1173,0,1,1,1,2,0,1,0
priority_1174,0,1,1,1,2,0,1,1
not_recom_1175,0,1,1,1,2,0,1,2
priority_1176,0,1,1,1,2,0,2,0
priority_1177,0,1,1,1,2,0,2,1
not_recom_1178,0,1,1,1,2,0,2,2
priority_1179,0,1,1,1,2,1,0,0
priority_1180,0,1,1,1,2,1,0,1
not_recom_1181,0,1,1,1,2,1,0,2
priority_1182,0,1,1,1,2,1,1,0
priority_1183,0,1,1,1,2,1,1,1
not_recom_1184,0,1,1,1,2,1,1,2
priority_1185,0,1,1,1,2,1,2,0
priority_1186,0,1,1,1,2,1,2,1
not_recom_1187,0,1,1,1,2,1,2,2
very_recom_1188,0,1,1,2,0,0,0,0
priority_1189,0,1,1,2,0,0,0,1
not_recom_1190,0,1,1,2,0,0,0,2
very_recom_1191,0,1,1,2,0,0,1,0
priority_1192,0,1,1,2,0,0,1,1
not_recom_1193,0,1,1,2,0,0,1,2
priority_1194,0,1,1,2,0,0,2,0
priority_1195,0,1,1,2,0,0,2,1
not_recom_1196,0,1,1,2,0,0,2,2
priority_1197,0,1,1,2,0,1,0,0
priority_1198,0,1,1,2,0,1,0,1
not_recom_1199,0,1,1,2,0,1,0,2
priority_1200,0,1,1,2,0,1,1,0
priority_1201,0,1,1,2,0,1,1,1
not_recom_1202,0,1,1,2,0,1,1,2
priority_1203,0,1,1,2,0,1,2,0
priority_1204,0,1,1,2,0,1,2,1
not_recom_1205,0,1,1,2,0,1,2,2
priority_1206,0,1,1,2,1,0,0,0
priority_1207,0,1,1,2,1,0,0,1
not_recom_1208,0,1,1,2,1,0,0,2
priority_1209,0,1,1,2,1,0,1,0
priority_1210,0,1,1,2,1,0,1,1
not_recom_1211,0,1,1,2,1,0,1,2
priority_1212,0,1,1,2,1,0,2,0
priority_1213,0,1,1,2,1,0,2,1
not_recom_1214,0,1,1,2,1,0,2,2
priority_1215,0,1,1,2,1,1,0,0
priority_1216,0,1,1,2,1,1,0,1
not_recom_1217,0,1,1,2,1,1,0,2
priority_1218,0,1,1,2,1,1,1,0
priority_1219,0,1,1,2,1,1,1,1
not_recom_1220,0,1,1,2,1,1,1,2
priority_1221,0,1,1,2,1,1,2,0
priority_1222,0,1,1,2,1,1,2,1
not_recom_1223,0,1,1,2,1,1,2,2
priority_1224,0,1,1,2,2,0,0,0
priority_1225,0,1,1,2,2,0,0,1
not_recom_1226,0,1,1,2,2,0,0,2
priority_1227,0,1,1,2,2,0,1,0
priority_1228,0,1,1,2,2,0,1,1
not_recom_1229,0,1,1,2,2,0,1,2
priority_1230,0,1,1,2,2,0,2,0
priority_1231,0,1,1,2,2,0,2,1
not_recom_1232,0,1,1,2,2,0,2,2
priority_1233,0,1,1,2,2,1,0,0
priority_1234,0,1,1,2,2,1,0,1
not_recom_1235,0,1,1,2,2,1,0,2
priority_1236,0,1,1,2,2,1,1,0
priority_1237,0,1,1,2,2,1,1,1
not_recom_1238,0,1,1,2,2,1,1,2
priority_1239,0,1,1,2,2,1,2,0
priority_1240,0,1,1,2,2,1,2,1
not_recom_1241,0,1,1,2,2,1,2,2
very_recom_1242,0,1,1,3,0,0,0,0
priority_1243,0,1,1,3,0,0,0,1
not_recom_1244,0,1,1,3,0,0,0,2
very_recom_1245,0,1,1,3,0,0,1,0
priority_1246,0,1,1,3,0,0,1,1
not_recom_1247,0,1,1,3,0,0,1,2
priority_1248,0,1,1,3,0,0,2,0
priority_1249,0,1,1,3,0,0,2,1
not_recom_1250,0,1,1,3,0,0,2,2
priority_1251,0,1,1,3,0,1,0,0
priority_1252,0,1,1,3,0,1,0,1
not_recom_1253,0,1,1,3,0,1,0,2
priority_1254,0,1,1,3,0,1,1,0
priority_1255,0,1,1,3,0,1,1,1
not_recom_1256,0,1,1,3,0,1,1,2
priority_1257,0,1,1,3,0,1,2,0
priority_1258,0,1,1,3,0,1,2,1
not_recom_1259,0,1,1,3,0,1,2,2
priority_1260,0,1,1,3,1,0,0,0
priority_1261,0,1,1,3,1,0,0,1
not_recom_1262,0,1,1,3,1,0,0,2
priority_1263,0,1,1,3,1,0,1,0
priority_1264,0,1,1,3,1,0,1,1
